date,open,high,low,volume,sentiment
2021/8/4 10:30,62.8,63.3,61.96,2404373,0.478396141
2021/8/4 11:30,62.6,63.75,62.49,1206902,0.319891125
2021/8/4 14:00,63.25,63.33,62.66,664919,0.565642756
2021/8/4 15:00,62.84,62.96,62.45,1142800,0.593812852
2021/8/5 10:30,63.31,64.42,63,2379080,0.499973311
2021/8/5 11:30,63.5,63.5,63.02,624908,0.468719964
2021/8/5 14:00,63.15,63.43,62.68,909420,0.390354618
2021/8/5 15:00,62.75,63.13,62.6,825929,0.538186303
2021/8/6 10:30,62.16,62.87,61.3,2081609,0.459805375
2021/8/6 11:30,61.78,61.8,61.4,722951,0.478121968
2021/8/6 14:00,61.41,61.78,61.1,878266,0.955872878
2021/8/6 15:00,61.25,61.98,61.1,669370,0.807543112
2021/8/9 10:30,62.98,63.8,62.88,2851664,0.715671239
2021/8/9 11:30,63.25,64.28,63.06,2064520,0.521872584
2021/8/9 14:00,64.18,64.22,63.6,934104,0.066774251
2021/8/9 15:00,63.89,64.04,63.8,938630,0.294014494
2021/8/10 10:30,63.63,64.29,63.2,1870002,0.541773574
2021/8/10 11:30,63.9,64.93,63.62,1675820,0.607392109
2021/8/10 14:00,64.88,64.95,64.45,1121566,0.606204082
2021/8/10 15:00,64.51,64.77,64.33,859652,0.467904166
2021/8/11 10:30,65,65.06,63.7,1556046,0.625774642
2021/8/11 11:30,63.9,63.98,63.4,978546,0.602716769
2021/8/11 14:00,63.7,64.39,63.57,924472,0.477369712
2021/8/11 15:00,64.04,64.25,63.75,858814,0.646669808
2021/8/12 10:30,64.02,64.4,63.3,1471855,0.373917486
2021/8/12 11:30,63.43,63.43,62.78,920362,0.308184188
2021/8/12 14:00,62.81,63.3,62.3,1287914,0.788625464
2021/8/12 15:00,62.69,62.73,62.29,979258,0.784120238
2021/8/13 10:30,62.8,63.16,61.9,1281584,0.55204343
2021/8/13 11:30,62.1,62.15,61.4,616916,0.415839674
2021/8/13 14:00,61.59,61.74,60.83,993230,0.476063834
2021/8/13 15:00,61,61.28,60.8,837800,0.544990744
2021/8/16 10:30,61,61.09,60.15,1357019,0.461773575
2021/8/16 11:30,60.3,60.47,60.17,725176,0.435383406
2021/8/16 14:00,60.43,60.62,60.27,739638,0.943682205
2021/8/16 15:00,60.56,60.6,60.25,1036779,0.71784836
2021/8/17 10:30,60.34,60.79,59.86,1038910,0.695933584
2021/8/17 11:30,60.05,60.35,59.5,590353,0.292330208
2021/8/17 14:00,59.57,59.57,58.77,827833,0.298007811
2021/8/17 15:00,58.93,59.05,58.58,980884,0.211749873
2021/8/18 10:30,58.58,59.56,58.28,967697,0.639668122
2021/8/18 11:30,58.41,58.53,57.8,736475,0.570264005
2021/8/18 14:00,58.12,58.35,57.83,647727,0.746624053
2021/8/18 15:00,57.97,58.23,57.9,768275,0.467995825
2021/8/19 10:30,58.27,63.5,57.8,5166514,0.630214878
2021/8/19 11:30,63.35,65.95,63.35,5703809,0.619474479
